,Team,League,Year,OBP,SLG,BA,Playoffs,ERA,ERA+,FIP,HR,RBIs,Ks
247,CIN,NL,2004,0.331,0.418,0.25,0,5.19,82,5.1,194,713,992
246,CHW,AL,2004,0.333,0.457,0.268,0,4.91,96,4.87,242,823,1013
245,CHC,NL,2004,0.328,0.458,0.268,0,3.81,116,3.98,235,755,1346
244,BOS,AL,2004,0.36,0.472,0.282,1,4.18,116,4.03,222,912,1132
243,BAL,AL,2004,0.345,0.432,0.281,0,4.7,97,4.52,169,803,1090
242,ATL,NL,2004,0.343,0.434,0.27,1,3.74,115,4.15,178,767,1025
241,ARI,NL,2004,0.31,0.393,0.253,0,4.98,92,4.78,135,582,1153
240,ANA,AL,2004,0.341,0.429,0.282,1,4.28,104,4.09,162,783,1164
239,WSN,NL,2005,0.322,0.386,0.252,0,3.87,106,4.16,117,615,997
238,TOR,AL,2005,0.331,0.407,0.265,0,4.06,110,4.42,136,735,958
237,TEX,AL,2005,0.329,0.468,0.267,0,4.96,93,4.37,260,834,932
236,TBD,AL,2005,0.329,0.425,0.274,0,5.39,81,4.89,157,717,949
235,STL,NL,2005,0.339,0.423,0.27,1,3.49,122,4.09,170,757,974
234,SFG,NL,2005,0.319,0.396,0.261,0,4.33,99,4.35,128,617,972
233,SEA,AL,2005,0.317,0.391,0.256,0,4.49,94,4.56,130,657,892
232,SDP,NL,2005,0.333,0.391,0.257,1,4.13,94,3.9,130,655,1133
231,PIT,NL,2005,0.322,0.4,0.259,0,4.42,95,4.57,139,656,958
230,PHI,NL,2005,0.348,0.423,0.27,0,4.21,105,4.29,167,760,1159
229,OAK,AL,2005,0.33,0.407,0.262,0,3.69,118,4.08,155,739,1075
228,NYY,AL,2005,0.355,0.45,0.276,1,4.52,94,4.28,229,847,985
227,NYM,NL,2005,0.322,0.416,0.258,0,3.76,109,3.98,175,683,1012
226,MIN,AL,2005,0.323,0.391,0.259,0,3.71,120,4.0,134,644,965
225,MIL,NL,2005,0.331,0.423,0.259,0,3.97,108,4.2,175,689,1173
224,LAD,NL,2005,0.326,0.395,0.253,0,4.38,94,4.4,149,653,1004
223,LAA,AL,2005,0.325,0.409,0.27,1,3.68,116,3.89,147,726,1126
222,KCR,AL,2005,0.32,0.396,0.263,0,5.49,80,4.74,126,653,924
221,HOU,NL,2005,0.322,0.408,0.256,1,3.51,121,3.84,161,654,1164
220,FLA,NL,2005,0.339,0.409,0.272,0,4.16,96,3.81,128,678,1125
219,DET,AL,2005,0.321,0.428,0.272,0,4.51,94,4.57,168,678,907
218,COL,NL,2005,0.333,0.411,0.267,0,5.13,94,4.7,150,704,981
217,CLE,AL,2005,0.334,0.453,0.271,0,3.61,117,3.92,207,760,1050
216,CIN,NL,2005,0.339,0.446,0.261,0,5.15,83,4.87,222,784,955
215,CHW,AL,2005,0.322,0.425,0.262,1,3.61,125,4.12,200,713,1040
214,CHC,NL,2005,0.324,0.44,0.27,0,4.19,105,4.26,194,674,1256
213,BOS,AL,2005,0.357,0.454,0.281,1,4.74,96,4.28,199,863,959
212,BAL,AL,2005,0.327,0.434,0.269,0,4.56,95,4.51,189,700,1052
211,ATL,NL,2005,0.333,0.435,0.265,1,3.98,107,4.19,184,733,929
210,ARI,NL,2005,0.332,0.421,0.256,0,4.84,91,4.55,191,670,1038
209,WSN,NL,2006,0.338,0.418,0.262,0,5.03,85,4.97,164,695,960
208,TOR,AL,2006,0.348,0.463,0.284,0,4.37,105,4.51,199,778,1076
207,TEX,AL,2006,0.338,0.446,0.278,0,4.6,101,4.44,183,799,972
206,TBD,AL,2006,0.314,0.42,0.255,0,4.96,92,4.83,190,650,979
205,STL,NL,2006,0.337,0.431,0.269,1,4.54,98,4.77,184,745,970
204,SFG,NL,2006,0.324,0.422,0.259,0,4.63,97,4.52,163,711,992
203,SEA,AL,2006,0.325,0.424,0.272,0,4.6,97,4.59,172,703,1067
202,SDP,NL,2006,0.332,0.416,0.263,1,3.87,105,4.27,161,698,1097
201,PIT,NL,2006,0.327,0.397,0.263,0,4.52,98,4.53,141,656,1060
200,PHI,NL,2006,0.347,0.447,0.267,0,4.6,102,4.65,216,823,1138
199,OAK,AL,2006,0.34,0.412,0.26,1,4.21,106,4.42,175,735,1003
198,NYY,AL,2006,0.363,0.461,0.285,1,4.41,103,4.42,210,902,1019
197,NYM,NL,2006,0.334,0.445,0.264,1,4.14,106,4.37,200,800,1161
196,MIN,AL,2006,0.347,0.425,0.287,1,3.95,114,3.99,143,754,1164
195,MIL,NL,2006,0.327,0.42,0.258,0,4.82,95,4.39,180,695,1145
194,LAD,NL,2006,0.348,0.432,0.276,1,4.23,107,4.13,153,787,1068
193,LAA,AL,2006,0.334,0.425,0.274,0,4.04,112,4.03,159,737,1164
192,KCR,AL,2006,0.332,0.411,0.271,0,5.65,83,5.29,124,718,904
191,HOU,NL,2006,0.332,0.409,0.255,0,4.08,109,4.27,174,708,1160
190,FLA,NL,2006,0.331,0.435,0.264,0,4.37,99,4.59,182,713,1088
189,DET,AL,2006,0.329,0.449,0.274,1,3.84,118,4.32,203,785,1003
188,COL,NL,2006,0.341,0.433,0.27,0,4.66,106,4.51,157,761,952
187,CLE,AL,2006,0.349,0.457,0.28,0,4.41,101,4.34,196,839,948
186,CIN,NL,2006,0.336,0.432,0.257,0,4.51,104,4.69,217,718,1053
185,CHW,AL,2006,0.342,0.464,0.28,0,4.61,103,4.56,236,839,1012
184,CHC,NL,2006,0.319,0.422,0.268,0,4.74,98,4.88,166,677,1250
183,BOS,AL,2006,0.351,0.435,0.269,0,4.83,99,4.5,192,777,1070
182,BAL,AL,2006,0.339,0.424,0.277,0,5.35,85,5.09,164,727,1016
181,ATL,NL,2006,0.337,0.455,0.27,0,4.6,97,4.65,222,818,1049
180,ARI,NL,2006,0.331,0.424,0.267,0,4.48,106,4.34,160,743,1115
179,WSN,NL,2007,0.325,0.39,0.256,0,4.58,93,4.92,123,646,931
178,TOR,AL,2007,0.327,0.419,0.259,0,4.0,112,4.28,165,719,1067
177,TEX,AL,2007,0.328,0.426,0.263,0,4.75,96,4.83,179,768,976
176,TBD,AL,2007,0.336,0.433,0.268,0,5.53,82,4.7,187,750,1194
175,STL,NL,2007,0.337,0.405,0.274,0,4.65,95,4.66,141,690,945
174,SFG,NL,2007,0.322,0.387,0.254,0,4.19,107,4.3,131,641,1057
173,SEA,AL,2007,0.337,0.425,0.287,0,4.73,92,4.42,153,754,1020
172,SDP,NL,2007,0.322,0.411,0.251,0,3.7,108,3.81,171,704,1136
171,PIT,NL,2007,0.325,0.411,0.263,0,4.93,89,4.66,148,694,997
170,PHI,NL,2007,0.354,0.458,0.274,1,4.73,97,4.86,213,850,1050
169,OAK,AL,2007,0.338,0.407,0.256,0,4.28,99,4.24,171,711,1036
168,NYY,AL,2007,0.366,0.463,0.29,1,4.49,101,4.51,201,929,1009
167,NYM,NL,2007,0.342,0.432,0.275,0,4.26,101,4.46,177,761,1134
166,MIN,AL,2007,0.33,0.391,0.264,0,4.15,103,4.37,118,671,1094
165,MIL,NL,2007,0.329,0.456,0.262,0,4.41,100,4.22,231,774,1174
164,LAD,NL,2007,0.337,0.406,0.275,0,4.2,106,4.07,129,706,1184
163,LAA,AL,2007,0.345,0.417,0.284,1,4.23,107,4.1,123,776,1156
162,KCR,AL,2007,0.322,0.388,0.261,0,4.48,102,4.55,102,660,993
161,HOU,NL,2007,0.33,0.412,0.26,0,4.68,95,4.73,167,700,1109
160,FLA,NL,2007,0.336,0.448,0.267,0,4.94,88,4.77,201,749,1142
159,DET,AL,2007,0.345,0.458,0.287,0,4.57,100,4.67,177,857,1047
158,COL,NL,2007,0.354,0.437,0.28,1,4.32,112,4.52,171,823,967
157,CLE,AL,2007,0.343,0.428,0.268,1,4.05,112,4.06,178,784,1047
156,CIN,NL,2007,0.335,0.436,0.267,0,4.94,94,4.69,204,747,1068
155,CHW,AL,2007,0.318,0.404,0.246,0,4.77,99,4.56,190,667,1015
154,CHC,NL,2007,0.333,0.422,0.271,1,4.04,115,4.36,151,711,1211
153,BOS,AL,2007,0.362,0.444,0.279,1,3.87,123,4.14,166,829,1149
152,BAL,AL,2007,0.333,0.412,0.272,0,5.17,89,4.79,142,718,1087
151,ATL,NL,2007,0.339,0.435,0.275,0,4.11,107,4.45,176,781,1106
150,ARI,NL,2007,0.321,0.413,0.25,1,4.13,115,4.52,171,687,1088
149,WSN,NL,2008,0.323,0.373,0.251,0,4.66,93,4.71,117,608,1063
148,TOR,AL,2008,0.331,0.399,0.264,0,3.49,122,3.81,126,681,1184
147,TEX,AL,2008,0.354,0.462,0.283,0,5.37,83,4.83,194,867,963
146,TBR,AL,2008,0.34,0.422,0.26,1,3.82,116,4.22,180,735,1143
145,STL,NL,2008,0.35,0.433,0.281,0,4.19,101,4.4,174,744,957
144,SFG,NL,2008,0.321,0.382,0.262,0,4.38,101,4.24,94,606,1240
143,SEA,AL,2008,0.318,0.389,0.265,0,4.73,90,4.59,124,631,1016
142,SDP,NL,2008,0.317,0.39,0.25,0,4.41,87,4.33,154,615,1100
141,PIT,NL,2008,0.32,0.403,0.258,0,5.08,82,4.84,153,705,963
140,PHI,NL,2008,0.332,0.438,0.255,1,3.88,112,4.3,214,762,1081
139,OAK,AL,2008,0.318,0.369,0.242,0,4.01,103,4.19,125,610,1061
138,NYY,AL,2008,0.342,0.427,0.271,0,4.28,103,3.96,180,758,1141
137,NYM,NL,2008,0.34,0.42,0.266,0,4.07,104,4.32,172,751,1181
136,MIN,AL,2008,0.34,0.408,0.279,0,4.16,101,4.3,111,791,995
135,MIL,NL,2008,0.325,0.431,0.253,1,3.85,109,4.34,198,722,1110
134,LAD,NL,2008,0.333,0.399,0.264,1,3.68,114,3.67,137,659,1205
133,LAA,AL,2008,0.33,0.413,0.268,1,3.99,112,4.12,159,721,1106
132,KCR,AL,2008,0.32,0.397,0.269,0,4.48,96,4.21,120,650,1085
131,HOU,NL,2008,0.323,0.415,0.263,0,4.36,96,4.53,167,684,1095
130,FLA,NL,2008,0.326,0.433,0.254,0,4.43,98,4.37,208,741,1127
129,DET,AL,2008,0.34,0.444,0.271,0,4.9,91,4.79,200,780,991
128,COL,NL,2008,0.336,0.415,0.263,0,4.77,99,4.3,160,714,1041
127,CLE,AL,2008,0.339,0.424,0.262,0,4.45,95,4.33,171,772,986
126,CIN,NL,2008,0.321,0.408,0.247,0,4.55,97,4.54,187,677,1227
125,CHW,AL,2008,0.332,0.448,0.263,1,4.06,112,4.0,235,785,1147
124,CHC,NL,2008,0.354,0.443,0.278,1,3.87,118,4.09,184,811,1264
123,BOS,AL,2008,0.358,0.447,0.28,1,4.01,116,4.09,173,807,1185
122,BAL,AL,2008,0.333,0.429,0.267,0,5.13,87,5.14,172,750,922
121,ATL,NL,2008,0.345,0.408,0.27,0,4.46,94,4.35,130,721,1076
120,ARI,NL,2008,0.327,0.415,0.251,0,3.98,116,3.84,159,683,1229
119,WSN,NL,2009,0.337,0.406,0.258,0,5.0,85,4.82,156,685,911
118,TOR,AL,2009,0.333,0.44,0.266,0,4.47,100,4.35,209,766,1181
117,TEX,AL,2009,0.32,0.445,0.26,0,4.38,106,4.49,224,748,1016
116,TBR,AL,2009,0.343,0.439,0.263,0,4.33,100,4.37,199,765,1125
115,STL,NL,2009,0.332,0.415,0.263,1,3.66,112,3.82,160,694,1049
114,SFG,NL,2009,0.309,0.389,0.257,0,3.55,120,3.85,122,612,1302
113,SEA,AL,2009,0.314,0.402,0.258,0,3.87,110,4.39,160,613,1043
112,SDP,NL,2009,0.321,0.381,0.242,0,4.37,87,4.3,141,605,1187
111,PIT,NL,2009,0.318,0.387,0.252,0,4.59,91,4.48,125,612,919
110,PHI,NL,2009,0.334,0.447,0.258,1,4.16,101,4.36,224,788,1153
109,OAK,AL,2009,0.328,0.397,0.262,0,4.26,103,4.1,135,723,1124
108,NYY,AL,2009,0.362,0.478,0.283,1,4.26,108,4.32,244,881,1260
107,NYM,NL,2009,0.335,0.394,0.27,0,4.45,92,4.5,95,631,1031
106,MIN,AL,2009,0.345,0.429,0.274,1,4.5,98,4.39,172,770,1052
105,MIL,NL,2009,0.341,0.426,0.263,0,4.83,85,4.84,182,757,1104
104,LAD,NL,2009,0.346,0.412,0.27,1,3.41,118,3.8,145,739,1272
103,LAA,AL,2009,0.35,0.441,0.285,1,4.45,99,4.45,173,841,1062
102,KCR,AL,2009,0.318,0.405,0.259,0,4.83,92,4.36,144,657,1153
101,HOU,NL,2009,0.319,0.4,0.26,0,4.54,91,4.35,142,616,1144
100,FLA,NL,2009,0.34,0.416,0.268,0,4.29,100,4.15,159,727,1248
99,DET,AL,2009,0.331,0.416,0.26,0,4.29,104,4.53,183,718,1102
98,COL,NL,2009,0.343,0.441,0.261,1,4.22,112,3.96,190,760,1154
97,CLE,AL,2009,0.339,0.417,0.264,0,5.06,84,4.73,161,730,986
96,CIN,NL,2009,0.318,0.394,0.247,0,4.18,101,4.63,158,637,1069
95,CHW,AL,2009,0.329,0.411,0.258,0,4.14,113,4.21,184,695,1119
94,CHC,NL,2009,0.332,0.407,0.255,0,3.84,116,4.11,161,678,1272
93,BOS,AL,2009,0.352,0.454,0.27,1,4.35,107,4.14,212,822,1230
92,BAL,AL,2009,0.332,0.415,0.268,0,5.15,89,5.03,160,708,933
91,ATL,NL,2009,0.339,0.405,0.263,0,3.57,116,3.66,149,700,1232
90,ARI,NL,2009,0.324,0.418,0.253,0,4.42,101,4.2,173,686,1158
89,WSN,NL,2010,0.318,0.39,0.25,0,4.13,98,4.12,149,634,1068
88,TOR,AL,2010,0.312,0.454,0.248,0,4.22,100,4.04,257,732,1184
87,TEX,AL,2010,0.338,0.419,0.276,1,3.93,114,4.17,162,740,1181
86,TBR,AL,2010,0.333,0.403,0.247,1,3.78,103,4.09,160,769,1189
85,STL,NL,2010,0.332,0.402,0.263,0,3.57,109,3.85,150,689,1094
84,SFG,NL,2010,0.321,0.408,0.257,1,3.36,117,3.74,162,660,1331
83,SEA,AL,2010,0.298,0.339,0.236,0,3.93,100,4.17,101,485,973
82,SDP,NL,2010,0.317,0.371,0.246,0,3.39,108,3.66,132,630,1295
81,PIT,NL,2010,0.304,0.373,0.242,0,5.0,81,4.45,126,570,1026
80,PHI,NL,2010,0.332,0.413,0.26,1,3.67,111,3.93,166,736,1183
79,OAK,AL,2010,0.324,0.378,0.256,0,3.56,115,4.13,109,619,1070
78,NYY,AL,2010,0.35,0.436,0.267,1,4.06,107,4.34,201,823,1154
77,NYM,NL,2010,0.314,0.383,0.249,0,3.7,105,4.0,128,625,1106
76,MIN,AL,2010,0.341,0.422,0.273,1,3.95,103,3.91,142,749,1048
75,MIL,NL,2010,0.335,0.424,0.262,0,4.58,88,4.21,182,710,1258
74,LAD,NL,2010,0.322,0.379,0.252,0,4.01,97,3.76,120,621,1274
73,LAA,AL,2010,0.311,0.39,0.248,0,4.04,99,4.11,155,656,1130
72,KCR,AL,2010,0.331,0.399,0.274,0,4.97,85,4.48,121,640,1035
71,HOU,NL,2010,0.303,0.362,0.247,0,4.09,97,3.89,108,577,1210
70,FLA,NL,2010,0.321,0.403,0.254,0,4.08,102,3.92,152,686,1168
69,DET,AL,2010,0.335,0.415,0.268,0,4.3,98,4.15,152,717,1056
68,COL,NL,2010,0.336,0.425,0.263,0,4.14,112,3.83,173,741,1234
67,CLE,AL,2010,0.322,0.378,0.248,0,4.3,92,4.4,128,601,967
66,CIN,NL,2010,0.338,0.436,0.272,1,4.01,102,4.12,188,761,1130
65,CHW,AL,2010,0.332,0.42,0.268,0,4.09,105,3.8,177,710,1149
64,CHC,NL,2010,0.32,0.401,0.257,0,4.18,100,4.11,149,658,1268
63,BOS,AL,2010,0.339,0.451,0.268,0,4.2,104,4.08,211,782,1207
62,BAL,AL,2010,0.316,0.386,0.259,0,4.59,91,4.57,133,577,1007
61,ATL,NL,2010,0.339,0.401,0.258,1,3.56,110,3.65,139,699,1241
60,ARI,NL,2010,0.325,0.416,0.25,0,4.81,89,4.76,180,691,1070
59,WSN,NL,2011,0.309,0.383,0.242,0,3.58,107,3.83,154,594,1049
58,TOR,AL,2011,0.317,0.413,0.249,0,4.32,99,4.29,186,704,1169
57,TEX,AL,2011,0.34,0.46,0.283,1,3.79,117,3.98,210,807,1179
56,TBR,AL,2011,0.322,0.402,0.244,1,3.58,105,4.03,172,674,1143
55,STL,NL,2011,0.341,0.425,0.273,1,3.74,99,3.75,162,726,1098
54,SFG,NL,2011,0.303,0.368,0.242,0,3.2,109,3.33,121,534,1316
53,SEA,AL,2011,0.292,0.348,0.233,0,3.9,97,3.84,109,534,1088
52,SDP,NL,2011,0.305,0.349,0.237,0,3.42,104,3.73,91,563,1139
51,PIT,NL,2011,0.309,0.368,0.244,0,4.04,92,4.2,107,580,1031
50,PHI,NL,2011,0.323,0.395,0.253,1,3.02,127,3.24,153,693,1299
49,OAK,AL,2011,0.311,0.369,0.244,0,3.71,109,3.8,114,612,1160
48,NYY,AL,2011,0.343,0.444,0.263,1,3.73,116,3.87,222,836,1222
47,NYM,NL,2011,0.335,0.391,0.264,0,4.19,88,4.0,108,676,1126
46,MIN,AL,2011,0.306,0.36,0.247,0,4.58,89,4.3,103,572,940
45,MIL,NL,2011,0.325,0.425,0.261,1,3.63,109,3.59,185,693,1257
44,LAD,NL,2011,0.322,0.375,0.257,0,3.54,104,3.61,117,613,1265
43,LAA,AL,2011,0.313,0.402,0.253,0,3.57,106,3.89,155,629,1058
42,KCR,AL,2011,0.329,0.415,0.275,0,4.44,92,4.27,129,705,1080
41,HOU,NL,2011,0.311,0.374,0.258,0,4.51,84,4.35,95,579,1191
40,FLA,NL,2011,0.318,0.388,0.247,0,3.95,99,3.79,149,596,1218
39,DET,AL,2011,0.34,0.434,0.277,1,4.04,103,3.95,169,750,1115
38,COL,NL,2011,0.329,0.41,0.258,0,4.43,103,4.24,163,697,1118
37,CLE,AL,2011,0.317,0.396,0.25,0,4.23,93,4.06,154,671,1024
36,CIN,NL,2011,0.326,0.408,0.256,0,4.16,95,4.37,183,697,1112
35,CHW,AL,2011,0.319,0.388,0.252,0,4.1,106,3.66,154,625,1220
34,CHC,NL,2011,0.314,0.401,0.256,0,4.33,90,4.11,148,610,1224
33,BOS,AL,2011,0.349,0.461,0.28,0,4.2,103,4.05,203,842,1213
32,BAL,AL,2011,0.316,0.413,0.257,0,4.89,86,4.67,191,684,1044
31,ATL,NL,2011,0.308,0.387,0.243,0,3.48,110,3.49,173,606,1332
30,ARI,NL,2011,0.322,0.413,0.25,1,3.8,104,4.02,172,702,1058
29,WSN,NL,2012,0.322,0.428,0.261,1,3.33,120,3.54,194,688,1325
28,TOR,AL,2012,0.309,0.407,0.245,0,4.64,91,4.66,198,677,1142
27,TEX,AL,2012,0.334,0.446,0.273,1,3.99,109,3.9,200,780,1286
26,TBR,AL,2012,0.317,0.394,0.24,0,3.19,121,3.51,175,665,1383
25,STL,NL,2012,0.338,0.421,0.271,1,3.71,103,3.62,159,732,1218
24,SFG,NL,2012,0.327,0.397,0.269,1,3.68,96,3.78,103,675,1237
23,SEA,AL,2012,0.296,0.369,0.234,0,3.76,102,4.0,149,584,1166
22,SDP,NL,2012,0.319,0.38,0.247,0,4.01,90,4.11,121,610,1205
21,PIT,NL,2012,0.304,0.395,0.243,0,3.86,97,3.93,170,620,1192
20,PHI,NL,2012,0.317,0.4,0.255,0,3.83,105,3.72,158,659,1385
19,OAK,AL,2012,0.31,0.404,0.238,1,3.48,112,3.89,195,676,1136
18,NYY,AL,2012,0.337,0.453,0.265,1,3.84,110,3.98,245,774,1318
17,NYM,NL,2012,0.316,0.386,0.249,0,4.09,93,3.93,139,625,1240
16,MIN,AL,2012,0.325,0.39,0.26,0,4.77,86,4.66,131,666,943
15,MIL,NL,2012,0.325,0.437,0.259,0,4.22,98,3.82,202,741,1402
14,MIA,NL,2012,0.308,0.382,0.244,0,4.09,100,3.89,137,576,1113
13,LAD,NL,2012,0.317,0.374,0.252,0,3.34,114,3.64,116,607,1276
12,LAA,AL,2012,0.332,0.433,0.274,0,4.02,95,4.26,187,732,1157
11,KCR,AL,2012,0.317,0.4,0.265,0,4.3,98,4.18,131,643,1177
10,HOU,NL,2012,0.302,0.371,0.236,0,4.56,89,4.27,146,545,1170
9,DET,AL,2012,0.335,0.422,0.268,1,3.75,113,3.63,163,698,1318
8,COL,NL,2012,0.33,0.436,0.274,0,5.22,89,4.59,166,716,1144
7,CLE,AL,2012,0.324,0.381,0.251,0,4.78,82,4.4,136,635,1086
6,CIN,NL,2012,0.315,0.411,0.251,1,3.34,123,3.72,172,636,1248
5,CHW,AL,2012,0.318,0.422,0.255,0,4.02,106,4.23,211,726,1246
4,CHC,NL,2012,0.302,0.378,0.24,0,4.51,91,4.46,137,570,1128
3,BOS,AL,2012,0.315,0.415,0.26,0,4.7,90,4.41,165,695,1176
2,BAL,AL,2012,0.311,0.417,0.247,1,3.9,109,4.2,214,677,1177
1,ATL,NL,2012,0.32,0.389,0.247,1,3.42,117,3.74,149,660,1232
0,ARI,NL,2012,0.328,0.418,0.259,0,3.93,104,3.8,165,710,1200
1232,BOS,N/A,2013,0.349,0.446,0.277,0,3.79,109,3.84,178,819,1294
1233,STL,N/A,2013,0.332,0.401,0.269,0,3.42,110,3.39,125,745,1254
1234,ATL,N/A,2013,0.321,0.402,0.249,0,3.18,118,3.44,181,656,1232
1235,OAK,N/A,2013,0.327,0.419,0.254,0,3.56,109,3.83,186,725,1183
1236,PIT,N/A,2013,0.313,0.396,0.245,0,3.26,109,3.42,161,603,1261
1237,DET,N/A,2013,0.346,0.434,0.283,0,3.61,116,3.27,176,767,1428
1238,LAD,N/A,2013,0.326,0.396,0.264,0,3.25,110,3.44,138,618,1292
1239,CLE,N/A,2013,0.327,0.41,0.255,0,3.82,100,3.73,171,711,1379
1240,TBR,N/A,2013,0.329,0.408,0.257,0,3.74,103,3.71,165,670,1310
1241,TEX,N/A,2013,0.323,0.412,0.262,1,3.62,114,3.77,176,691,1309
1242,CIN,N/A,2013,0.327,0.391,0.249,1,3.38,112,3.81,155,664,1296
1243,WSN,N/A,2013,0.313,0.398,0.251,1,3.59,106,3.56,161,621,1236
1244,KCR,N/A,2013,0.315,0.379,0.26,1,3.45,120,3.83,112,620,1208
1245,BAL,N/A,2013,0.313,0.431,0.26,1,4.2,98,4.33,212,719,1169
1246,NYY,N/A,2013,0.307,0.376,0.242,1,3.94,102,3.89,144,614,1233
1247,ARI,N/A,2013,0.323,0.391,0.259,1,3.92,99,4.04,130,647,1218
1248,LAA,N/A,2013,0.329,0.414,0.264,1,4.23,89,4.08,164,696,1200
1249,SDP,N/A,2013,0.308,0.378,0.245,1,3.98,86,4.0,146,578,1171
1250,SFG,N/A,2013,0.32,0.381,0.26,1,4.0,87,3.8,107,596,1256
1251,NYM,N/A,2013,0.306,0.366,0.237,1,3.77,95,3.79,130,593,1209
1252,MIL,N/A,2013,0.311,0.398,0.252,1,3.84,101,4.12,157,610,1125
1253,COL,N/A,2013,0.323,0.418,0.27,1,4.44,101,3.96,159,673,1064
1254,TOR,N/A,2013,0.318,0.411,0.252,1,4.25,97,4.3,185,669,1208
1255,PHI,N/A,2013,0.306,0.384,0.248,1,4.32,87,3.94,140,578,1199
1256,SEA,N/A,2013,0.306,0.39,0.237,1,4.31,86,3.89,188,597,1297
1257,MIN,N/A,2013,0.312,0.38,0.242,1,4.55,90,4.23,151,590,985
1258,CHC,N/A,2013,0.3,0.392,0.238,1,4.0,97,4.1,172,576,1184
1259,CHW,N/A,2013,0.302,0.378,0.249,1,3.98,106,4.13,148,574,1249
1260,MIA,N/A,2013,0.293,0.335,0.231,1,3.71,104,3.69,95,485,1177
1261,HOU,N/A,2013,0.299,0.375,0.24,1,4.79,85,4.67,148,566,1084
1262,LAA,N/A,2014,0.322,0.406,0.259,0,3.58,101,3.57,155,729,1342
1263,WSN,N/A,2014,0.321,0.393,0.253,0,3.03,124,3.17,152,635,1288
1264,BAL,N/A,2014,0.311,0.422,0.256,0,3.43,115,3.96,211,681,1174
1265,LAD,N/A,2014,0.333,0.406,0.265,0,3.4,103,3.48,134,686,1373
1266,STL,N/A,2014,0.32,0.369,0.253,0,3.5,104,3.65,105,585,1221
1267,DET,N/A,2014,0.331,0.426,0.277,0,4.01,97,3.6,155,731,1244
1268,KCR,N/A,2014,0.314,0.376,0.263,0,3.51,113,3.69,95,604,1168
1269,SFG,N/A,2014,0.311,0.388,0.255,0,3.5,99,3.58,132,636,1211
1270,PIT,N/A,2014,0.33,0.404,0.259,0,3.47,103,3.8,156,659,1228
1271,OAK,N/A,2014,0.32,0.381,0.244,1,3.22,116,3.67,146,686,1244
1272,SEA,N/A,2014,0.3,0.376,0.244,1,3.17,115,3.61,136,600,1317
1273,CLE,N/A,2014,0.317,0.389,0.253,1,3.56,110,3.42,142,644,1450
1274,NYY,N/A,2014,0.307,0.38,0.245,1,3.75,103,3.67,147,591,1370
1275,TOR,N/A,2014,0.323,0.414,0.259,1,4.0,95,3.97,177,690,1199
1276,MIL,N/A,2014,0.311,0.397,0.25,1,3.67,103,3.89,150,617,1246
1277,NYM,N/A,2014,0.308,0.364,0.239,1,3.49,99,3.75,125,602,1303
1278,ATL,N/A,2014,0.305,0.36,0.241,1,3.38,106,3.47,123,545,1301
1279,SDP,N/A,2014,0.292,0.342,0.226,1,3.27,104,3.46,109,500,1284
1280,MIA,N/A,2014,0.317,0.378,0.253,1,3.78,98,3.56,122,614,1190
1281,TBR,N/A,2014,0.317,0.367,0.247,1,3.56,105,3.56,117,586,1437
1282,CIN,N/A,2014,0.296,0.365,0.238,1,3.59,103,4.01,131,562,1290
1283,CHW,N/A,2014,0.31,0.398,0.253,1,4.29,88,4.09,155,625,1152
1284,PHI,N/A,2014,0.302,0.363,0.242,1,3.79,99,3.81,125,584,1255
1285,CHC,N/A,2014,0.3,0.385,0.239,1,3.91,97,3.51,157,590,1311
1286,BOS,N/A,2014,0.316,0.369,0.244,1,4.01,100,3.93,123,601,1213
1287,HOU,N/A,2014,0.309,0.383,0.242,1,4.11,94,3.93,163,596,1137
1288,MIN,N/A,2014,0.324,0.389,0.254,1,4.57,86,3.97,128,675,1031
1289,TEX,N/A,2014,0.314,0.375,0.256,1,4.49,89,4.22,111,597,1110
1290,COL,N/A,2014,0.327,0.445,0.276,1,4.84,88,4.43,186,721,1074
1291,ARI,N/A,2014,0.302,0.376,0.248,1,4.26,88,3.83,118,573,1278
1292,STL,N/A,2015,0.321,0.394,0.253,0,2.94,134,3.47,137,619,1329
1293,PIT,N/A,2015,0.323,0.396,0.26,0,3.21,121,3.36,140,661,1338
1294,CHC,N/A,2015,0.321,0.398,0.244,0,3.36,114,3.3,171,657,1431
1295,KCR,N/A,2015,0.322,0.412,0.269,0,3.73,112,4.04,139,689,1160
1296,TOR,N/A,2015,0.34,0.457,0.269,0,3.8,108,4.09,232,852,1117
1297,LAD,N/A,2015,0.326,0.413,0.25,0,3.44,107,3.41,187,638,1396
1298,NYM,N/A,2015,0.312,0.4,0.244,0,3.43,111,3.53,177,654,1337
1299,TEX,N/A,2015,0.325,0.413,0.257,0,4.24,100,4.34,172,707,1095
1300,NYY,N/A,2015,0.323,0.421,0.251,0,4.03,101,3.97,212,737,1370
1301,HOU,N/A,2015,0.315,0.437,0.25,1,3.57,110,3.66,230,691,1280
1302,LAA,N/A,2015,0.307,0.396,0.246,1,3.94,96,4.06,176,621,1221
1303,SFG,N/A,2015,0.326,0.406,0.267,1,3.72,103,3.91,136,663,1165
1304,MIN,N/A,2015,0.305,0.399,0.247,1,4.07,100,4.1,156,661,1046
1305,WSN,N/A,2015,0.321,0.403,0.251,1,3.62,110,3.45,177,665,1342
