,Team,League,Year,OBP,SLG,BA,Playoffs,ERA,ERA+,FIP,HR,RBIs,Ks,RC
401,FLA,NL,1999,0.325,0.395,0.263,0,4.9,88,4.85,128,655,943,707.0549777117385
400,DET,AL,1999,0.326,0.443,0.261,0,5.17,94,5.05,212,704,976,772.4475500926081
399,COL,NL,1999,0.348,0.472,0.288,0,6.01,97,5.52,223,863,1032,932.0147791164659
398,CLE,AL,1999,0.373,0.467,0.289,1,4.89,102,4.78,209,960,1120,977.8874078720402
397,CIN,NL,1999,0.341,0.451,0.272,0,3.98,117,4.74,209,820,1081,862.9213573496301
396,CHW,AL,1999,0.337,0.429,0.277,0,4.92,100,5.06,162,742,968,812.648868630962
395,CHC,NL,1999,0.329,0.42,0.257,0,5.27,86,4.94,189,717,980,754.0964810837601
394,BOS,AL,1999,0.35,0.448,0.278,1,4.0,126,4.1,176,808,1131,868.4514248704663
393,BAL,AL,1999,0.353,0.447,0.279,0,4.77,97,5.01,203,804,982,882.2159309021113
392,ATL,NL,1999,0.341,0.436,0.266,1,3.63,123,3.85,197,791,1197,820.7872753763963
391,ARI,NL,1999,0.347,0.459,0.277,1,3.77,122,4.27,216,865,1198,894.9135446685879
390,ANA,AL,1999,0.322,0.395,0.256,0,4.79,101,4.94,158,673,877,692.014987510408
389,TOR,AL,2000,0.341,0.469,0.275,0,5.14,98,4.84,244,826,978,896.7325487667258
388,TEX,AL,2000,0.352,0.446,0.283,0,5.52,91,5.21,173,806,918,882.485549132948
387,TBD,AL,2000,0.329,0.399,0.257,0,4.86,102,4.85,162,692,955,714.5776018472703
386,STL,NL,2000,0.356,0.455,0.27,1,4.38,107,4.77,235,841,1100,874.2434584755404
385,SFG,NL,2000,0.362,0.472,0.278,1,4.21,102,4.38,226,889,1076,938.6030828516377
384,SEA,AL,2000,0.361,0.442,0.269,1,4.49,101,4.65,198,869,998,872.9770408163265
383,SDP,NL,2000,0.33,0.402,0.254,0,4.52,95,4.84,157,714,1071,731.5084388185654
382,PIT,NL,2000,0.339,0.424,0.267,0,4.94,94,4.72,168,749,1070,797.7187046882552
381,PHI,NL,2000,0.329,0.4,0.251,0,4.77,98,4.81,144,668,1123,718.2936948709572
380,OAK,AL,2000,0.36,0.458,0.27,1,4.58,103,4.61,239,908,963,907.891442155309
379,NYY,AL,2000,0.354,0.45,0.277,1,4.76,102,4.61,205,833,1040,877.6466785194763
378,NYM,NL,2000,0.346,0.43,0.263,1,4.16,107,4.31,198,761,1164,812.0759616945301
377,MON,NL,2000,0.326,0.432,0.266,0,5.13,94,4.71,178,705,1011,775.4015970720346
376,MIN,AL,2000,0.337,0.407,0.27,0,5.14,101,4.76,116,711,1042,767.8923999351807
375,MIL,NL,2000,0.325,0.403,0.246,0,4.63,99,4.98,177,708,967,720.7802037845706
374,LAD,NL,2000,0.341,0.431,0.257,0,4.1,106,4.52,211,756,1154,797.4486908440397
373,KCR,AL,2000,0.348,0.425,0.288,0,5.48,93,5.54,150,831,927,841.5586816720257
372,HOU,NL,2000,0.361,0.477,0.278,0,5.42,92,5.14,249,900,1064,944.1134070158578
371,FLA,NL,2000,0.331,0.409,0.262,0,4.59,96,4.65,160,691,1051,737.8398082327658
370,DET,AL,2000,0.343,0.438,0.275,0,4.71,99,4.5,177,785,978,842.7964872703835
369,COL,NL,2000,0.362,0.455,0.294,0,5.26,110,5.13,161,905,1001,930.8169621466219
368,CLE,AL,2000,0.367,0.47,0.288,0,4.84,102,4.48,221,889,1213,975.1457286432161
367,CIN,NL,2000,0.343,0.447,0.274,0,4.33,110,4.88,200,794,1015,855.6628995802389
366,CHW,AL,2000,0.356,0.47,0.286,1,4.66,108,4.83,216,926,1037,938.70835337502
365,CHC,NL,2000,0.335,0.411,0.256,0,5.25,87,5.11,183,722,1143,760.0248027057497
364,BOS,AL,2000,0.341,0.423,0.267,0,4.23,120,4.29,167,755,1121,807.5269988783849
363,BAL,AL,2000,0.341,0.435,0.272,0,5.37,88,5.01,184,750,1017,816.6569510397904
362,ATL,NL,2000,0.346,0.429,0.271,1,4.05,114,4.19,179,758,1093,806.3782051282051
361,ARI,NL,2000,0.333,0.429,0.265,0,4.35,110,4.28,179,756,1220,783.3013856812933
360,ANA,AL,2000,0.352,0.472,0.28,0,5.0,101,5.46,236,837,846,930.3941629249518
359,TOR,AL,2001,0.325,0.43,0.263,0,4.28,107,4.25,195,728,1041,777.1477254198597
358,TEX,AL,2001,0.344,0.471,0.275,0,5.71,82,5.11,246,844,951,907.5989090325686
357,TBD,AL,2001,0.32,0.388,0.258,0,4.94,90,4.85,121,645,1030,674.1210702341137
356,STL,NL,2001,0.339,0.441,0.27,1,3.93,110,4.57,199,768,1083,803.3437029603613
355,SFG,NL,2001,0.342,0.46,0.266,0,4.18,95,4.12,235,775,1080,876.8119288119289
354,SEA,AL,2001,0.36,0.445,0.288,1,3.54,117,4.12,169,881,1051,904.8347632666031
353,SDP,NL,2001,0.336,0.399,0.252,0,4.52,88,4.62,161,753,1088,730.3017857142858
352,PIT,NL,2001,0.313,0.393,0.247,0,5.05,90,4.63,161,618,908,651.2531969309463
351,PHI,NL,2001,0.329,0.414,0.26,0,4.15,102,4.31,164,708,1086,745.8716931216932
350,OAK,AL,2001,0.345,0.439,0.264,1,3.59,122,3.88,199,835,1117,829.6146788990826
349,NYY,AL,2001,0.334,0.435,0.267,1,4.02,112,3.79,203,774,1266,798.7175196850394
348,NYM,NL,2001,0.323,0.387,0.249,0,4.07,102,4.07,147,608,1191,670.1475682878081
347,MON,NL,2001,0.319,0.396,0.253,0,4.68,95,4.46,131,622,1103,668.7843605941608
346,MIN,AL,2001,0.337,0.433,0.272,0,4.51,101,4.48,164,717,965,799.6184971098265
345,MIL,NL,2001,0.319,0.426,0.251,0,4.64,92,4.9,209,712,1057,730.0381526104418
344,LAD,NL,2001,0.323,0.425,0.255,0,4.25,94,4.26,206,714,1212,744.9318030605456
343,KCR,AL,2001,0.318,0.409,0.266,0,4.87,99,5.0,152,691,911,729.0114068441064
342,HOU,NL,2001,0.347,0.451,0.271,1,4.37,106,4.48,208,805,1228,849.9091504337862
341,FLA,NL,2001,0.326,0.423,0.264,0,4.32,98,4.29,166,713,1119,752.8715901530272
340,DET,AL,2001,0.32,0.409,0.26,0,5.01,86,4.8,139,691,859,719.4127936031985
339,COL,NL,2001,0.354,0.483,0.292,0,5.29,101,5.13,213,874,1058,963.4175133043058
338,CLE,AL,2001,0.35,0.458,0.278,1,4.64,97,3.98,212,868,1218,886.2826614861583
337,CIN,NL,2001,0.324,0.419,0.262,0,4.77,96,4.7,176,690,943,747.1294000991571
336,CHW,AL,2001,0.334,0.451,0.268,0,4.55,102,4.64,214,770,921,816.1980280748663
335,CHC,NL,2001,0.336,0.43,0.261,0,4.03,103,3.91,194,748,1344,771.0977770349323
334,BOS,AL,2001,0.334,0.439,0.266,0,4.15,108,3.94,198,739,1259,808.8151836734694
333,BAL,AL,2001,0.319,0.38,0.248,0,4.67,92,4.76,136,663,938,649.8865686602071
332,ATL,NL,2001,0.324,0.412,0.26,1,3.59,124,3.96,174,696,1133,727.7791687531297
331,ARI,NL,2001,0.341,0.442,0.267,1,3.87,121,4.08,208,776,1297,832.1307020381754
330,ANA,AL,2001,0.327,0.405,0.261,0,4.2,107,4.48,158,662,947,721.8143920595534
329,TOR,AL,2002,0.327,0.43,0.261,0,4.8,96,4.56,187,771,991,777.9159429788629
328,TEX,AL,2002,0.338,0.455,0.269,0,5.15,92,4.84,230,806,1030,855.4296824368114
327,TBD,AL,2002,0.314,0.39,0.253,0,5.29,84,5.11,133,640,925,675.3821782178218
326,STL,NL,2002,0.338,0.425,0.268,1,3.7,109,4.09,175,758,1009,779.5152968414089
325,SFG,NL,2002,0.344,0.442,0.267,1,3.54,109,3.8,198,751,992,826.8851627678717
324,SEA,AL,2002,0.35,0.419,0.275,0,4.07,105,4.11,152,771,1063,813.3978702807357
323,SDP,NL,2002,0.321,0.381,0.253,0,4.62,81,4.37,136,627,1108,672.6954800395908
322,PIT,NL,2002,0.319,0.381,0.244,0,4.23,101,4.49,142,610,920,635.2945287199591
321,PHI,NL,2002,0.339,0.422,0.259,0,4.17,93,4.18,165,676,1075,781.8335226350803
320,OAK,AL,2002,0.339,0.432,0.261,1,3.68,118,3.87,205,772,1021,801.2972271769094
319,NYY,AL,2002,0.354,0.455,0.275,1,3.87,114,3.62,223,857,1135,889.6747316135235
318,NYM,NL,2002,0.322,0.395,0.256,0,3.89,103,4.14,160,650,1107,687.7373788030759
317,MON,NL,2002,0.334,0.418,0.261,0,3.97,107,4.08,162,695,1088,759.1724479682854
316,MIN,AL,2002,0.332,0.437,0.272,1,4.12,109,4.2,167,731,1026,801.7195242814668
315,MIL,NL,2002,0.32,0.39,0.253,0,4.73,86,4.86,139,597,1026,667.6579881656804
314,LAD,NL,2002,0.32,0.409,0.264,0,3.69,103,4.12,155,693,1132,718.9093948512203
313,KCR,AL,2002,0.323,0.398,0.256,0,5.21,96,4.91,140,695,909,705.3236507674534
312,HOU,NL,2002,0.338,0.417,0.262,0,4.0,108,3.88,167,719,1219,765.4152987524623
311,FLA,NL,2002,0.337,0.403,0.261,0,4.36,92,4.21,146,653,1104,737.4848136594976
310,DET,AL,2002,0.3,0.379,0.248,0,4.92,87,4.44,124,546,794,605.4520714161899
309,COL,NL,2002,0.337,0.423,0.274,0,5.2,92,5.08,152,726,920,777.1085039108004
308,CLE,AL,2002,0.321,0.412,0.249,0,4.91,90,4.16,192,706,1058,707.5795473595977
307,CIN,NL,2002,0.33,0.408,0.253,0,4.27,100,4.41,169,678,980,726.0545184206179
306,CHW,AL,2002,0.338,0.449,0.268,0,4.53,99,4.61,217,819,945,828.8245005778438
305,CHC,NL,2002,0.321,0.413,0.246,0,4.29,94,4.0,200,676,1333,722.0601874691663
304,BOS,AL,2002,0.345,0.444,0.277,0,3.75,122,3.74,177,810,1157,852.5505254648343
303,BAL,AL,2002,0.309,0.403,0.246,0,4.46,97,4.74,165,636,967,672.1293959279825
302,ATL,NL,2002,0.331,0.409,0.26,1,3.13,133,3.83,164,669,1058,738.2289773665951
301,ARI,NL,2002,0.346,0.423,0.267,1,3.92,116,3.67,165,783,1303,801.1272963745732
300,ANA,AL,2002,0.341,0.433,0.282,1,3.69,120,4.25,152,811,999,826.0
299,TOR,AL,2003,0.349,0.455,0.279,0,4.69,101,4.46,190,853,984,881.2949895279523
298,TEX,AL,2003,0.33,0.454,0.266,0,5.67,89,4.9,239,799,1009,832.6700260078023
297,TBD,AL,2003,0.32,0.404,0.265,0,4.93,90,5.12,137,678,877,722.9841949292064
296,STL,NL,2003,0.35,0.454,0.279,0,4.6,90,4.75,196,827,969,889.2898272552783
295,SFG,NL,2003,0.338,0.425,0.264,1,3.73,113,4.09,180,713,1006,779.3894858654323
294,SEA,AL,2003,0.344,0.41,0.271,0,3.76,115,4.28,139,759,1001,777.7436147714333
293,SDP,NL,2003,0.333,0.388,0.261,0,4.87,82,4.8,128,641,1091,706.8617125984252
292,PIT,NL,2003,0.338,0.42,0.267,0,4.64,95,4.52,163,711,926,775.9846153846154
291,PHI,NL,2003,0.343,0.419,0.261,0,4.04,99,4.12,166,757,1060,787.8874717468518
290,OAK,AL,2003,0.327,0.417,0.254,1,3.63,123,4.03,176,742,1018,739.569469684454
289,NYY,AL,2003,0.356,0.453,0.271,1,4.02,110,3.66,230,845,1119,889.3432978215933
288,NYM,NL,2003,0.314,0.374,0.247,0,4.48,94,4.61,124,607,907,619.2442538593482
287,MON,NL,2003,0.326,0.401,0.258,0,4.01,113,4.35,144,682,1028,704.5947306595066
286,MIN,AL,2003,0.341,0.431,0.277,1,4.41,103,4.26,155,755,997,822.5652667423383
285,MIL,NL,2003,0.329,0.419,0.256,0,5.02,86,4.88,196,685,1034,751.4766201804758
284,LAD,NL,2003,0.303,0.368,0.243,0,3.16,128,3.56,124,544,1289,594.6035805626599
283,KCR,AL,2003,0.336,0.427,0.274,0,5.05,97,4.86,162,781,865,787.6829913964262
282,HOU,NL,2003,0.336,0.431,0.263,0,3.86,114,4.23,191,763,1139,793.0555374592834
281,FLA,NL,2003,0.333,0.421,0.266,1,4.04,105,3.8,157,709,1132,759.3572023313905
280,DET,AL,2003,0.3,0.375,0.24,0,5.3,81,5.01,153,553,764,608.8593670671856
279,COL,NL,2003,0.344,0.445,0.267,0,5.2,95,4.99,198,814,866,837.4903047091412
278,CLE,AL,2003,0.316,0.401,0.254,0,4.21,105,4.49,158,660,943,695.5225240145744
277,CIN,NL,2003,0.318,0.395,0.245,0,5.09,81,4.94,182,669,932,675.5590916625227
276,CHW,AL,2003,0.331,0.446,0.263,0,4.17,111,4.22,220,766,1056,799.8574758574758
275,CHC,NL,2003,0.323,0.416,0.259,1,3.83,114,3.8,172,691,1404,734.8412909665614
274,BOS,AL,2003,0.36,0.491,0.289,1,4.48,104,3.99,238,932,1141,1013.7398653936453
273,BAL,AL,2003,0.323,0.405,0.268,0,4.76,95,4.71,152,695,981,733.6382874015748
272,ATL,NL,2003,0.349,0.475,0.284,1,4.1,105,4.21,235,872,992,933.9481898632341
271,ARI,NL,2003,0.33,0.417,0.263,0,3.84,122,3.83,152,696,1291,759.7705294214063
270,ANA,AL,2003,0.33,0.413,0.268,0,4.28,103,4.57,150,687,980,740.312762032534
269,TOR,AL,2004,0.328,0.403,0.26,0,4.91,98,4.77,145,680,956,720.1656187954997
268,TEX,AL,2004,0.329,0.457,0.266,0,4.53,111,4.64,227,825,979,835.2392477514309
267,TBD,AL,2004,0.32,0.405,0.258,0,4.81,94,4.93,145,685,923,703.3912970430108
266,STL,NL,2004,0.344,0.46,0.278,1,3.75,113,4.17,214,817,1041,875.1230542356218
265,SFG,NL,2004,0.357,0.438,0.27,0,4.29,101,4.31,183,805,1020,856.8141097424412
264,SEA,AL,2004,0.331,0.396,0.27,0,4.76,95,4.85,136,658,1036,743.1039588027036
263,SDP,NL,2004,0.342,0.414,0.273,0,4.03,97,4.19,139,722,1079,783.9423358853234
262,PIT,NL,2004,0.321,0.401,0.26,0,4.29,100,4.24,142,648,1079,687.1408952187182
261,PHI,NL,2004,0.345,0.443,0.267,0,4.45,101,4.65,215,802,1070,854.4608778625955
260,OAK,AL,2004,0.343,0.433,0.27,0,4.17,109,4.34,189,752,1034,842.0350378787879
259,NYY,AL,2004,0.353,0.458,0.268,1,4.69,96,4.27,242,863,1058,878.9882201065031
258,NYM,NL,2004,0.317,0.409,0.249,0,4.09,105,4.43,185,658,977,705.969556585043
257,MON,NL,2004,0.313,0.392,0.249,0,4.33,105,4.71,151,605,1032,666.9025125628141
256,MIN,AL,2004,0.332,0.431,0.266,1,4.03,117,3.98,191,735,1123,793.183670143416
255,MIL,NL,2004,0.321,0.387,0.248,0,4.24,103,4.1,135,601,1098,668.6959986717583
254,LAD,NL,2004,0.332,0.423,0.262,1,4.01,103,4.36,203,731,1066,766.2339585389931
253,KCR,AL,2004,0.322,0.397,0.259,0,5.15,93,4.92,150,675,887,694.5312552092015
252,HOU,NL,2004,0.342,0.436,0.267,1,4.05,107,4.07,187,756,1282,806.2859029382635
251,FLA,NL,2004,0.329,0.406,0.264,0,4.1,101,4.17,148,677,1116,725.0760233918129
250,DET,AL,2004,0.337,0.449,0.272,0,4.93,91,4.6,201,800,995,842.8226673180263
249,COL,NL,2004,0.345,0.455,0.275,0,5.54,89,5.13,202,795,947,866.2431244914565
248,CLE,AL,2004,0.351,0.444,0.276,0,4.81,91,4.62,184,820,1115,870.8882521489971
247,CIN,NL,2004,0.331,0.418,0.25,0,5.19,82,5.1,194,713,992,745.7242112146477
246,CHW,AL,2004,0.333,0.457,0.268,0,4.91,96,4.87,242,823,1013,830.0049726504227
245,CHC,NL,2004,0.328,0.458,0.268,0,3.81,116,3.98,235,755,1346,841.9589668137976
244,BOS,AL,2004,0.36,0.472,0.282,1,4.18,116,4.03,222,912,1132,962.367769242828
243,BAL,AL,2004,0.345,0.432,0.281,0,4.7,97,4.52,169,803,1090,846.6781609195402
242,ATL,NL,2004,0.343,0.434,0.27,1,3.74,115,4.15,178,767,1025,819.7742407016405
241,ARI,NL,2004,0.31,0.393,0.253,0,4.98,92,4.78,135,582,1153,670.0140350877193
240,ANA,AL,2004,0.341,0.429,0.282,1,4.28,104,4.09,162,783,1164,816.1722448979592
239,WSN,NL,2005,0.322,0.386,0.252,0,3.87,106,4.16,117,615,997,657.2239310461382
238,TOR,AL,2005,0.331,0.407,0.265,0,4.06,110,4.42,136,735,958,736.5613977253997
237,TEX,AL,2005,0.329,0.468,0.267,0,4.96,93,4.37,260,834,932,871.932217034294
236,TBD,AL,2005,0.329,0.425,0.274,0,5.39,81,4.89,157,717,949,763.787558685446
235,STL,NL,2005,0.339,0.423,0.27,1,3.49,122,4.09,170,757,974,782.5434782608696
234,SFG,NL,2005,0.319,0.396,0.261,0,4.33,99,4.35,128,617,972,681.6555235024606
233,SEA,AL,2005,0.317,0.391,0.256,0,4.49,94,4.56,130,657,892,676.1208772810983
232,SDP,NL,2005,0.333,0.391,0.257,1,4.13,94,3.9,130,655,1133,711.3156342182891
231,PIT,NL,2005,0.322,0.4,0.259,0,4.42,95,4.57,139,656,958,706.9291859695566
230,PHI,NL,2005,0.348,0.423,0.27,0,4.21,105,4.29,167,760,1159,809.9257401714933
229,OAK,AL,2005,0.33,0.407,0.262,0,3.69,118,4.08,155,739,1075,748.1802401038287
228,NYY,AL,2005,0.355,0.45,0.276,1,4.52,94,4.28,229,847,985,884.5503913112922
227,NYM,NL,2005,0.322,0.416,0.258,0,3.76,109,3.98,175,683,1012,728.6134201301953
226,MIN,AL,2005,0.323,0.391,0.259,0,3.71,120,4.0,134,644,965,692.8378244337907
225,MIL,NL,2005,0.331,0.423,0.259,0,3.97,108,4.2,175,689,1173,748.7927747114902
224,LAD,NL,2005,0.326,0.395,0.253,0,4.38,94,4.4,149,653,1004,688.23317710077
223,LAA,AL,2005,0.325,0.409,0.27,1,3.68,116,3.89,147,726,1126,744.8744852577829
222,KCR,AL,2005,0.32,0.396,0.263,0,5.49,80,4.74,126,653,924,687.433777627805
221,HOU,NL,2005,0.322,0.408,0.256,1,3.51,121,3.84,161,654,1164,705.1771832407875
220,FLA,NL,2005,0.339,0.409,0.272,0,4.16,96,3.81,128,678,1125,753.3726305287662
219,DET,AL,2005,0.321,0.428,0.272,0,4.51,94,4.57,168,678,907,763.1456732375543
218,COL,NL,2005,0.333,0.411,0.267,0,5.13,94,4.7,150,704,981,746.6782350024789
217,CLE,AL,2005,0.334,0.453,0.271,0,3.61,117,3.92,207,760,1050,841.5412303664922
216,CIN,NL,2005,0.339,0.446,0.261,0,5.15,83,4.87,222,784,955,830.1450777202073
215,CHW,AL,2005,0.322,0.425,0.262,1,3.61,125,4.12,200,713,1040,742.432092555332
214,CHC,NL,2005,0.324,0.44,0.27,0,4.19,105,4.26,194,674,1256,787.8935532233883
213,BOS,AL,2005,0.357,0.454,0.281,1,4.74,96,4.28,199,863,959,908.9383659818443
212,BAL,AL,2005,0.327,0.434,0.269,0,4.56,95,4.51,189,700,1052,778.768089363121
211,ATL,NL,2005,0.333,0.435,0.265,1,3.98,107,4.19,184,733,929,787.8686046511627
210,ARI,NL,2005,0.332,0.421,0.256,0,4.84,91,4.55,191,670,1038,768.75
209,WSN,NL,2006,0.338,0.418,0.262,0,5.03,85,4.97,164,695,960,765.5025455739859
208,TOR,AL,2006,0.348,0.463,0.284,0,4.37,105,4.51,199,778,1076,892.2995090016367
207,TEX,AL,2006,0.338,0.446,0.278,0,4.6,101,4.44,183,799,972,849.7319922128488
206,TBD,AL,2006,0.314,0.42,0.255,0,4.96,92,4.83,190,650,979,713.2929839391378
205,STL,NL,2006,0.337,0.431,0.269,1,4.54,98,4.77,184,745,970,792.9506030067735
204,SFG,NL,2006,0.324,0.422,0.259,0,4.63,97,4.52,163,711,992,739.674153536708
203,SEA,AL,2006,0.325,0.424,0.272,0,4.6,97,4.59,172,703,1067,770.0467566677643
202,SDP,NL,2006,0.332,0.416,0.263,1,3.87,105,4.27,161,698,1097,767.3188925081433
201,PIT,NL,2006,0.327,0.397,0.263,0,4.52,98,4.53,141,656,1060,703.9729100880837
200,PHI,NL,2006,0.347,0.447,0.267,0,4.6,102,4.65,216,823,1138,863.305559955647
199,OAK,AL,2006,0.34,0.412,0.26,1,4.21,106,4.42,175,735,1003,765.3424390243903
198,NYY,AL,2006,0.363,0.461,0.285,1,4.41,103,4.42,210,902,1019,933.9680952380952
197,NYM,NL,2006,0.334,0.445,0.264,1,4.14,106,4.37,200,800,1161,816.9670761670761
196,MIN,AL,2006,0.347,0.425,0.287,1,3.95,114,3.99,143,754,1164,819.6388706500328
195,MIL,NL,2006,0.327,0.42,0.258,0,4.82,95,4.39,180,695,1145,730.9961246840775
194,LAD,NL,2006,0.348,0.432,0.276,1,4.23,107,4.13,153,787,1068,841.2910579547279
193,LAA,AL,2006,0.334,0.425,0.274,0,4.04,112,4.03,159,737,1164,791.726825266612
192,KCR,AL,2006,0.332,0.411,0.271,0,5.65,83,5.29,124,718,904,753.2152399802078
191,HOU,NL,2006,0.332,0.409,0.255,0,4.08,109,4.27,174,708,1160,736.6419914837865
190,FLA,NL,2006,0.331,0.435,0.264,0,4.37,99,4.59,182,713,1088,778.2535422570428
189,DET,AL,2006,0.329,0.449,0.274,1,3.84,118,4.32,203,785,1003,824.4924242424242
188,COL,NL,2006,0.341,0.433,0.27,0,4.66,106,4.51,157,761,952,812.1051772007186
187,CLE,AL,2006,0.349,0.457,0.28,0,4.41,101,4.34,196,839,948,886.9810526315789
186,CIN,NL,2006,0.336,0.432,0.257,0,4.51,104,4.69,217,718,1053,791.1086637298091
185,CHW,AL,2006,0.342,0.464,0.28,0,4.61,103,4.56,236,839,1012,889.9171943497321
184,CHC,NL,2006,0.319,0.422,0.268,0,4.74,98,4.88,166,677,1250,745.0830825810766
183,BOS,AL,2006,0.351,0.435,0.269,0,4.83,99,4.5,192,777,1070,848.0352885073916
182,BAL,AL,2006,0.339,0.424,0.277,0,5.35,85,5.09,164,727,1016,792.7810650887574
181,ATL,NL,2006,0.337,0.455,0.27,0,4.6,97,4.65,222,818,1049,846.5280733344247
180,ARI,NL,2006,0.331,0.424,0.267,0,4.48,106,4.34,160,743,1115,782.229630834282
179,WSN,NL,2007,0.325,0.39,0.256,0,4.58,93,4.92,123,646,931,691.3542356055592
178,TOR,AL,2007,0.327,0.419,0.259,0,4.0,112,4.28,165,719,1067,752.2502883506344
177,TEX,AL,2007,0.328,0.426,0.263,0,4.75,96,4.83,179,768,976,766.9892703862661
176,TBD,AL,2007,0.336,0.433,0.268,0,5.53,82,4.7,187,750,1194,807.6050830889541
175,STL,NL,2007,0.337,0.405,0.274,0,4.65,95,4.66,141,690,945,749.7231151615575
174,SFG,NL,2007,0.322,0.387,0.254,0,4.19,107,4.3,131,641,1057,683.9207578253706
173,SEA,AL,2007,0.337,0.425,0.287,0,4.73,92,4.42,153,754,1020,802.8137658488391
172,SDP,NL,2007,0.322,0.411,0.251,0,3.7,108,3.81,171,704,1136,734.2073269573675
171,PIT,NL,2007,0.325,0.411,0.263,0,4.93,89,4.66,148,694,997,731.5096153846154
170,PHI,NL,2007,0.354,0.458,0.274,1,4.73,97,4.86,213,850,1050,905.1027018486333
169,OAK,AL,2007,0.338,0.407,0.256,0,4.28,99,4.24,171,711,1036,761.6375580836404
168,NYY,AL,2007,0.366,0.463,0.29,1,4.49,101,4.51,201,929,1009,955.9579792256847
167,NYM,NL,2007,0.342,0.432,0.275,0,4.26,101,4.46,177,761,1134,823.3383165420864
166,MIN,AL,2007,0.33,0.391,0.264,0,4.15,103,4.37,118,671,1094,705.5929731521379
165,MIL,NL,2007,0.329,0.456,0.262,0,4.41,100,4.22,231,774,1174,817.9342691990091
164,LAD,NL,2007,0.337,0.406,0.275,0,4.2,106,4.07,129,706,1184,763.9567346938776
163,LAA,AL,2007,0.345,0.417,0.284,1,4.23,107,4.1,123,776,1156,797.0541164824286
162,KCR,AL,2007,0.322,0.388,0.261,0,4.48,102,4.55,102,660,993,674.5848708487085
161,HOU,NL,2007,0.33,0.412,0.26,0,4.68,95,4.73,167,700,1109,752.8029908972692
160,FLA,NL,2007,0.336,0.448,0.267,0,4.94,88,4.77,201,749,1142,831.0141509433962
159,DET,AL,2007,0.345,0.458,0.287,0,4.57,100,4.67,177,857,1047,899.0547263681592
158,COL,NL,2007,0.354,0.437,0.28,1,4.32,112,4.52,171,823,967,872.5102170125139
157,CLE,AL,2007,0.343,0.428,0.268,1,4.05,112,4.06,178,784,1047,810.351630610268
156,CIN,NL,2007,0.335,0.436,0.267,0,4.94,94,4.69,204,747,1068,809.4260133485268
155,CHW,AL,2007,0.318,0.404,0.246,0,4.77,99,4.56,190,667,1015,689.8710865561694
154,CHC,NL,2007,0.333,0.422,0.271,1,4.04,115,4.36,151,711,1211,786.1582288783982
153,BOS,AL,2007,0.362,0.444,0.279,1,3.87,123,4.14,166,829,1149,889.1764893278114
152,BAL,AL,2007,0.333,0.412,0.272,0,5.17,89,4.79,142,718,1087,768.1143369760235
151,ATL,NL,2007,0.339,0.435,0.275,0,4.11,107,4.45,176,781,1106,832.6067812951952
150,ARI,NL,2007,0.321,0.413,0.25,1,4.13,115,4.52,171,687,1088,707.4161888701518
149,WSN,NL,2008,0.323,0.373,0.251,0,4.66,93,4.71,117,608,1063,649.2414937759336
148,TOR,AL,2008,0.331,0.399,0.264,0,3.49,122,3.81,126,681,1184,720.2609561752988
147,TEX,AL,2008,0.354,0.462,0.283,0,5.37,83,4.83,194,867,963,926.8476988771152
146,TBR,AL,2008,0.34,0.422,0.26,1,3.82,116,4.22,180,735,1143,785.3946813685747
145,STL,NL,2008,0.35,0.433,0.281,0,4.19,101,4.4,174,744,957,849.7672621921777
144,SFG,NL,2008,0.321,0.382,0.262,0,4.38,101,4.24,94,606,1240,672.9901584653878
143,SEA,AL,2008,0.318,0.389,0.265,0,4.73,90,4.59,124,631,1016,693.6344884488449
142,SDP,NL,2008,0.317,0.39,0.25,0,4.41,87,4.33,154,615,1100,680.3089056851791
141,PIT,NL,2008,0.32,0.403,0.258,0,5.08,82,4.84,153,705,963,716.9177318911832
140,PHI,NL,2008,0.332,0.438,0.255,1,3.88,112,4.3,214,762,1081,788.6982772764561
139,OAK,AL,2008,0.318,0.369,0.242,0,4.01,103,4.19,125,610,1061,630.8760165975103
138,NYY,AL,2008,0.342,0.427,0.271,0,4.28,103,3.96,180,758,1141,798.0853119371213
137,NYM,NL,2008,0.34,0.42,0.266,0,4.07,104,4.32,172,751,1181,798.9188755020081
136,MIN,AL,2008,0.34,0.408,0.279,0,4.16,101,4.3,111,791,995,783.5333873581848
135,MIL,NL,2008,0.325,0.431,0.253,1,3.85,109,4.34,198,722,1110,763.8336894001643
134,LAD,NL,2008,0.333,0.399,0.264,1,3.68,114,3.67,137,659,1205,725.0140519094065
133,LAA,AL,2008,0.33,0.413,0.268,1,3.99,112,4.12,159,721,1106,747.1398438797542
132,KCR,AL,2008,0.32,0.397,0.269,0,4.48,96,4.21,120,650,1085,704.529
131,HOU,NL,2008,0.323,0.415,0.263,0,4.36,96,4.53,167,684,1095,720.8374576271186
130,FLA,NL,2008,0.326,0.433,0.254,0,4.43,98,4.37,208,741,1127,763.862959285005
129,DET,AL,2008,0.34,0.444,0.271,0,4.9,91,4.79,200,780,991,846.7574440688878
128,COL,NL,2008,0.336,0.415,0.263,0,4.77,99,4.3,160,714,1041,765.4408356455035
127,CLE,AL,2008,0.339,0.424,0.262,0,4.45,95,4.33,171,772,986,776.2190725872522
126,CIN,NL,2008,0.321,0.408,0.247,0,4.55,97,4.54,187,677,1227,706.9907053941909
